Datetime,Text
2023-03-02 22:37:40+00:00,@otterIuver thought u said hailey bieber
2023-03-02 22:36:49+00:00,Is hailey Bieber broken like me
2023-03-02 22:35:19+00:00,#SelenaGomez  and #haileybieber : A Complete Timeline of Their #TikTok  Drama https://t.co/2cTBq1Wi2b
2023-03-02 22:33:56+00:00,Dieser Selena Gomez und Hailey Bieber Beef is so lol
2023-03-02 22:32:42+00:00,"Listen, I knew NOTHING about Selena Gomez and Hailey Bieber until yesterday. The amount of TikTok’s I’ve seen in the last 24 hours is CRAZY 😮‍💨"
2023-03-02 22:32:29+00:00,y’all made at hailey bieber but i get it
2023-03-02 22:32:27+00:00,@glizzymitsi @PopCrave Ewwwww Hailey Bieber burner account
2023-03-02 22:31:47+00:00,Selena Gomez &amp; the hailey Bieber drama summed up:
2023-03-02 22:30:32+00:00,Ice Spice appears to be #TeamSelena as she unfollowed Hailey Bieber and started following Selena on Instagram. https://t.co/UJ65NrHIin
2023-03-02 22:28:50+00:00,Selena Gomez and Hailey Bieber: A Complete Timeline of Their TikTok Drama https://t.co/oeMJ7g6KRp #Fashion #Beauty
2023-03-02 22:28:44+00:00,hailey bieber is so mad she will never be the family wizard 🧙‍♀️
2023-03-02 22:28:37+00:00,Hailey Bieber's Instagram lost nearly 1M followers after her perceived negative behavior towards Selena Gomez. https://t.co/N6ikdXYmpz
2023-03-02 22:27:39+00:00,This iconic Tiktok sound is Hailey Bieber’s aunty! … 😂 more useless info i’m learning against my will but my gawsh! https://t.co/44WfDtqe1N
2023-03-02 22:26:36+00:00,"Selena Gomez and Hailey Bieber: A Complete Timeline of Their TikTok Drama https://t.co/SCTgpWx7bU This just keeps going, doesn't it?"
2023-03-02 22:25:33+00:00,"If Selena Gomez wrote an honest song about Hailey Bieber, this is what it would sound like… #selenagomez #selenaandhailey #haileybieber #teamselena https://t.co/XEHbXB42LX"
2023-03-02 22:25:33+00:00,i get some of the hailey bieber hate but what confuses me is when ppl get mad at her for being a belieber growing up.. like in that era what white female wasn’t one.
2023-03-02 22:25:27+00:00,@WhatsTrending #haileybieber is just a craze fan girl and #meangirl #SelenaGomez is Queen
2023-03-02 22:25:25+00:00,"HOMEWORK SOLUTION/PAPERDOER📒📙📚📘📖📗📓📑 | DISBOARD: Discord Server List: https://t.co/QTkZSGX33C

#Assignment #Essays #UniversityChallenge #summer #spring #KylieJenner #haileybieber #schoolfights #weekend #RareBeauty #SelenaGomez"
2023-03-02 22:25:21+00:00,@dejadenile She got bullied for literally just FOLLOWING Hailey Bieber. It's insane..
2023-03-02 22:24:51+00:00,Hailey Bieber
2023-03-02 22:24:30+00:00,all I see is hailey bieber copying selena gomez videos on my fyp and you can’t tell me those are just coincidences like this is scary-
2023-03-02 22:24:28+00:00,Why they say on tik tok Hailey Bieber looks like an ear ksjsbsjskk
2023-03-02 22:19:28+00:00,LOONA's member Chuu has unfollowed Hailey Bieber on Instagram due to drama surrounding Selena Gomez https://t.co/C2oJeBtrc0
2023-03-02 22:18:48+00:00,Feel kinda bad for hailey bieber at this point. I follow none of them and it’s all I’m seeing on all feeds 🤣🤣
2023-03-02 22:18:45+00:00,I feel like The Hailey Bieber hate is so forced.. y’all seriously need to go outside and touch grass 🥴
2023-03-02 22:18:09+00:00,"Not me having an in-depth conversation about Justin Bieber, Hailey Bieber and Selena Gomez with my daughter this afternoon.  I know way more about this drama than I should.

I'm embarrassed for me."
2023-03-02 22:17:42+00:00,"All the #feud between #SelenaGomez #haileybieber and #KylieJenner Explained #teatime 

https://t.co/uSkZBoUpwZ"
2023-03-02 22:17:27+00:00,"Jimmy Smits has not changed his following status toward Hailey Bieber after her controversy with Selena Gomez, as he does not have social media. https://t.co/x7nmyyyncB"
2023-03-02 22:16:54+00:00,today i learned Hailey Bieber's dad isn't Alec Baldwin???? Then who tf her daddy and why is she relevant 😭😭
2023-03-02 22:16:24+00:00,Hailey Bieber Wishes Hubby Justin Bieber In A Mushy Post On Instagram &amp; Gets Brutally Trolled By Netizens Amid Selena Gomez – Kylie https://t.co/K2zrSPgEUR #quantumania #antmanandthewasp #트와이스 #jennie #rashmikamandanna #arsmci #sidharthshukla #jawan #championsleague
2023-03-02 22:13:02+00:00,I know who the Hailey Bieber is in my life lol
2023-03-02 22:12:13+00:00,you reminded me of hailey bieber that being obsessed over selena gomez even though she got her man and you’re just like hailey
2023-03-02 22:12:11+00:00,"Selena Gomez Fishes With Family After Hailey Bieber Drama
https://t.co/DdsyrcUCbT"
2023-03-02 22:11:51+00:00,I don’t care for the Selena Gomez and Hailey Bieber drama 🤷🏻‍♂️ Selena has dark energy and is a nasty women and Hailey just racist and dumb. All those new Instagram followers but what exactly is it doing for her? The music ain’t selling and neither are those products.
2023-03-02 22:11:29+00:00,Selena gomez and hailey Bieber lore is peak entertainment
2023-03-02 22:11:21+00:00,"Hailey Bieber has zero personality &amp; copies Selena Gomez every move, then shades her, We hate to see it!"
2023-03-02 22:11:19+00:00,"Hailey Bieber and Alaia Baldwin celebrating Alaia's birthday in Cabo San Lucas, Mexico. (February, 2023)

🎥 by mollytarlov https://t.co/E4I8nNAWoV"
2023-03-02 22:10:37+00:00,"It's apparent everyone is tired of #HaileyBieber &amp; @KylieJenner Sugar Honey Ice Tea.
#SelenaGomez"
2023-03-02 22:10:35+00:00,"Nah, something’s really wrong w/ Hailey Bieber."
2023-03-02 22:09:21+00:00,@AcessoUniters RODEO IN TOKYO TOMORROW hailey bieber
2023-03-02 22:08:45+00:00,The Secret to Hailey Bieber's Rosy Glow? A Cult Blush Editors Swear By - #naijaforum #naijablog #naijamusic - https://t.co/RWGnUJ1EXJ https://t.co/GmaaRhV6Y5
2023-03-02 22:08:29+00:00,"Hailey Bieber and Justin Bieber are either divorcing or having a baby and being miserable for the rest of their lives, no in between"
2023-03-02 22:08:25+00:00,ya'll need to be less invested in #HaileyBieber copying #SelenaGomez and more invested in what the #SCOTUS is doin rn
2023-03-02 22:07:38+00:00,i gotta get outta why ppl business. why did i think Bella Hadid &amp; Hailey Bieber was the same person????😭😭😭
2023-03-02 22:06:43+00:00,"yall seeing the only way @selenagomez is selling music or even make noize with her music 
is about bieber 
Her team knows whats good 
and the fact that her stans are so proud 
like this is beyond pathetic and sad 
#selena #justin #haileybieber"
2023-03-02 22:05:22+00:00,I need a rundown of what's going on with @selenagomez &amp; Hailey Bieber.
2023-03-02 22:04:10+00:00,Selena Gomez Fishes With Family After Hailey Bieber Drama https://t.co/FdCPRebxaG
2023-03-02 22:03:20+00:00,@chartdata @justinbieber @NICKIMINAJ Hailey bieber you’ll never be famous like nicki
2023-03-02 22:01:35+00:00,a hailey bieber parece isso aq https://t.co/xwhxwc4h3e
2023-03-02 22:00:54+00:00,Selena Gomez Fishes With Family After Hailey Bieber Drama https://t.co/sIqgEXXiq8
2023-03-02 21:59:21+00:00,"Ready for ⁦@mystival⁩’s expert analysis of Selena &amp; Hailey’s stressful synastry? 🔥

Selena Gomez &amp; Hailey Bieber Astrology: Their Feud, Explained | StyleCaster https://t.co/Q4lOax5ARj"
2023-03-02 21:57:57+00:00,im gonna be fr with y’all… i thought bella hadid and hailey bieber were the same person for a good while.
2023-03-02 21:56:36+00:00,My biggest flex was getting blocked by Hailey Bieber at one point
2023-03-02 21:55:54+00:00,"📲 Seventeen's leader S Coups (Choi Seungcheol) has unfollowed Hailey Bieber on Instagram, after all the drama with Selena Gomez on TikTok. https://t.co/kVwL59K7Cy"
2023-03-02 21:55:43+00:00,"Hailey Bieber with friends celebrating Alaia's birthday in Cabo San Lucas, Mexico. (February, 2023)

📸 by alissandra.aronow https://t.co/qK6V2aYA1N"
2023-03-02 21:54:38+00:00,will the internet please shut the fuck up about hailey bieber and selena gomez
2023-03-02 21:53:24+00:00,"me: selena stans are cyberbulling hailey bieber for throwing shade with kendall and kylie 

my grandpa: *inhales sharply through a hospital breathing tube*"
2023-03-02 21:53:16+00:00,"I don't like to throw around the word ""butthead"" too often. If you call everybody a butthead, then it kind of loses its impact. But I can say without hesitation that Hailey Bieber is a real c*nt."
2023-03-02 21:53:00+00:00,"Hailey Bieber has been inundated with cruel messages as she tried to wish her husband a happy birthday

https://t.co/azjg1PDZJu"
2023-03-02 21:52:47+00:00,I don’t care about Hailey Bieber but eventually we need to talk about Tik Tok’s obsession with ganging up on women. They always find someone to collectively attack and humiliate to an extreme level. I was only on that app for 10 mins and every other video was about Hailey https://t.co/g3sWUuytMg
2023-03-02 21:51:48+00:00,"Why am I so vested in the Hailey Bieber/Selena Gomez drama? I don’t know them. I’m in my mid 30s. It reminds me of high school drama, but damnit I’m gonna find out every detail about it I can!!!"
2023-03-02 21:51:40+00:00,#haileybaldwin #haileybieber is a mean girl. #JustinBieber come get your wife
2023-03-02 21:49:50+00:00,Idc what anybody says HAILEY BIEBER is a hater and a fan to 💀😂 #Teamselenagomezforever
2023-03-02 21:48:30+00:00,"Selena Gomez, Hailey Bieber and Kylie drama explained https://t.co/oygbJhttXI"
2023-03-02 21:48:12+00:00,hailey bieber:
2023-03-02 21:48:03+00:00,"@sophia_eklund you've missed A LOT. Hop on tiktok or youtube and you'll be able to catch up

it all started with eyebrows (😆) and evolved into people unearthing lots of evidence hailey bieber basically has been a crazed nut over selena gomez for years"
2023-03-02 21:47:47+00:00,"Selena gomez DESTROYED Hailey Bieber! #popnews 
https://t.co/PLMmwHaHKT"
2023-03-02 21:45:36+00:00,Jordyn Woods Praises Selena Gomezs Rare Beauty Amid Singers Alleged Feud With Kylie Jenner Hailey Bieber https://t.co/qNwl20lSMd #accessonline via @accessonline
2023-03-02 21:45:33+00:00,How do I block this Hailey Bieber/ Selena Gomez nonsense from my life forever? Like please make this end quickly.
2023-03-02 21:45:14+00:00,Hailey Bieber is so embarrassing i would never be that obsessed over my boyfriends ex
2023-03-02 21:44:34+00:00,"Hailey Bieber with friends celebrating Alaia's birthday in Cabo San Lucas, Mexico. (February, 2023)

📸 by alissandra.aronow https://t.co/Bkw55HjzTT"
2023-03-02 21:44:32+00:00,"Hailey Bieber with friends celebrating Alaia's birthday in Cabo San Lucas, Mexico. (February, 2023)

📸 by @rjking3 https://t.co/Pg8wwHA3FC"
2023-03-02 21:43:56+00:00,"#SelenaGomez is a fucking queen.

Beautiful, talented, and most importantly, she is REAL.

A real person who struggles with real-life problems. 

Many people look up to her, and for good reasons, too.

Fuck you #haileybieber #KylieJenner 
@selenagomez @KylieJenner https://t.co/FUPjZZIuoY"
2023-03-02 21:40:08+00:00,Not one of those news snapchat stories calling Justin Bieber a cheater and Hailey Bieber BROKE😂😭 pop off Snapchat. We love it here
2023-03-02 21:39:54+00:00,i told my boyfriend about the Selena Gomez and Hailey bieber drama and he goes “justin bieber has a sister?”
2023-03-02 21:39:06+00:00,marked safe from ever following hailey bieber ✅
2023-03-02 21:38:25+00:00,All this going on with Selena Gomez and Hailey Bieber and Kylie Jenner thing 😂
2023-03-02 21:36:24+00:00,Why should we care about hailey Bieber
2023-03-02 21:34:56+00:00,who TF is hailey bieber and why is this name so relevant now
2023-03-02 21:34:53+00:00,"My Tiktok fyp is drama filled- INEC/Nigerians and Hailey Bieber/Selena Gomez

I love itt 🍿"
2023-03-02 21:34:42+00:00,"wow, it’s so fucked up that Haley Bieber would cyber bully Selena Gomez, I’m gonna cyber bully Hailey Bieber for it."
2023-03-02 21:34:34+00:00,"I don’t know what’s going on with that Selena Gomez, Hailey Bieber situation nor do I necessarily care, but what I do know is that Selena Gomez had the Disney girlies shook when she released “Who Says” She ate that track up so bad 😩"
2023-03-02 21:33:50+00:00,"Selena Gomez, Hailey Bieber and Kylie drama explained https://t.co/hupRrA60n5"
2023-03-02 21:33:46+00:00,"Selena Gomez, Hailey Bieber and Kylie drama explained https://t.co/mUe7WL4Ure"
2023-03-02 21:33:43+00:00,"Selena Gomez, Hailey Bieber and Kylie drama explained https://t.co/cTzhG4FUV8"
2023-03-02 21:32:56+00:00,A @TODAYshow reporter is seeking #celebrityculture and #popculture experts to weigh in on the Selena Gomez and Hailey Bieber drama. Submit your source and get qwoted: https://t.co/CJZCKuXaYT #PRrequest #JournoRequest
2023-03-02 21:32:37+00:00,I too unfollowed Hailey Bieber on IG… like girl go away lmao
2023-03-02 21:32:29+00:00,Hailey Bieber’s Net Worth—How Much Money Does Hailey Bieber Have? https://t.co/ifG4gjvYqY
2023-03-02 21:32:22+00:00,"Why is there anyone out there even defending #KylieJenner and #HaileyBieber?

Like what?

If they can put their big girl pants on and start bullying #SelenaGomez on fucking social media to their millions of followers.

They should expect it back 10x as bad."
2023-03-02 21:31:59+00:00,@sakpaserose Hailey Bieber
2023-03-02 21:30:04+00:00,"hear me out… 
Selena Gomez = Jennifer Aniston 
Hailey Bieber = Angelina Jolie 
Justin Bieber = Brad Pitt"
2023-03-02 21:30:00+00:00,Hailey Bieber skips town seemingly to escape the chronic drama with Selena Gomez. https://t.co/UyPmu5fKYk
2023-03-02 21:29:53+00:00,"Hailey Bieber via Instagram Story
(March 2, 2023) https://t.co/aUbqBTn01x"
2023-03-02 21:29:38+00:00,At least I wasn't Hailey Bieber obsessed with Juliet/Lilith jfc lmao
2023-03-02 21:29:15+00:00,more selena/hailey bieber footage just dropped
2023-03-02 21:28:43+00:00,everybody is mad at Hailey Bieber for her dedication the game. while she was in the gym—perfecting her craft—you guys sat there and did nothing
2023-03-02 21:28:02+00:00,Hailey Bieber Has *So* Much Money for a 26-Year-Old https://t.co/QjKRkKS7Je
2023-03-02 21:27:56+00:00,"hailey bieber has lost close to over a half million followers in the last month while selena gomez has gained over 17 million

i think that settles it lol https://t.co/AAofePOOVu"
2023-03-02 21:27:15+00:00,Hailey Bieber literally knows it in her gut that Justin still has some sort of love for Selena because you DO NOT act like hailey unless you know know something off/up
2023-03-02 21:26:43+00:00,"but can hailey bieber do this????
https://t.co/omsfuegOzY"
2023-03-02 21:24:47+00:00,Hailey Bieber getting a lot hate LOL
2023-03-02 21:24:32+00:00,madison beer = angle hailey bieber = devil hope this helps
2023-03-02 21:24:12+00:00,"Wait I JUST learned that Hailey Bieber is a Baldwin, like a BALDWIN Baldwin. The way I am OBLIVIOUS to celebrity culture…"
2023-03-02 21:24:09+00:00,help me Why’d I think justin bieber and hailey bieber were related until literally rn
2023-03-02 21:23:38+00:00,"Feud: Hailey Bieber and Selena Gomez 

https://t.co/kTZemP0ZQV"
2023-03-02 21:23:15+00:00,BREAKING: Hailey Bieber has now dropped to only 49.7 mil followers following her attacks against Selena 🫢 https://t.co/Bj6ZVkVGFJ
2023-03-02 21:23:08+00:00,something that has always irked me about hailey bieber is that she always seems like she has no personality of her own it's so bleh
2023-03-02 21:21:06+00:00,Tbh I don’t think Hailey Bieber gives a damn 😭#selenaandhailey #haileybeiber
2023-03-02 21:20:38+00:00,Selena Gomez And Hailey Bieber's Matching Tattoos Explained - BuzzFeed https://t.co/MSGo5FfPwO #TrendingNow #HotTopics #Trending #News #NewsUpdate #Forumidex #MyForumLink
2023-03-02 21:18:52+00:00,i’m in my mid 20s and i’m so mature (kinda). but why do i think hailey bieber is suddenly gonna be pregnant. selena would never. thanks tiktok for making this my life
2023-03-02 21:18:31+00:00,I get Hailey Bieber Halle berry and Halle Bailey confused
2023-03-02 21:16:54+00:00,"TikTok has solved “civilizational malaise”

Everyone who complains about it, thiel, Tyler Cowen, etc have not idea about the jelena-hailey Bieber feud happening right now enriching millions of lives"
2023-03-02 21:16:36+00:00,i am so deep into this selena gomez/justin bieber/hailey bieber drama u don’t understand i can tell u their whole timeline
2023-03-02 21:16:34+00:00,Hailey Bieber Has *So* Much Money for a 26-Year-Old https://t.co/DEjTOSEfiO
2023-03-02 21:13:47+00:00,Me explaining the Selena and Hailey Bieber beef to my bf https://t.co/TCCJANF2sf
2023-03-02 21:13:35+00:00,mmm I don’t fuck with that bitch Hailey Bieber
2023-03-02 21:12:39+00:00,"me: “would you fight hailey bieber?”
alex: “idek who that is or what she look like?”"
2023-03-02 21:12:29+00:00,"Hey Truly, 

I don’t think you got the memo. We don’t want Hailey Bieber’s glazed look… its made of mean girl energy and stalker vibes. 

#teamselena https://t.co/0GOUSLlYyL"
2023-03-02 21:12:23+00:00,I know about hailey Bieber and Selena Gomez against my will😩😩😩now am invested
2023-03-02 21:11:35+00:00,Hailey Bieber dons a black leather jacket as she enjoys date night with husband Justin in NYC - Daily Mail https://t.co/eZff1xAIsQ
2023-03-02 21:11:33+00:00,Hailey Bieber dons fleece sweater and leggings for lunch with friends - Daily Mail https://t.co/igrHJg1xSY
2023-03-02 21:10:21+00:00,Yall are just mad cause Hailey is living every Beliebers dream and married him. Plus didn’t we already establish Selena and Justin had a toxic relationship - why would her fans want her to deal with that man again? #JustinBieber #HaileyBieber #HaileyBaldwin #SelenaGomez
2023-03-02 21:10:19+00:00,Hot take: I legitimately think Hailey Bieber is ugly. Like ugly face &amp; ugly heart.
2023-03-02 21:10:05+00:00,Hailey Bieber appreciation post a thread bc she doesn't deserve all the hate she's getting https://t.co/5s0M9ZLuH8
2023-03-02 21:09:14+00:00,"""where are you selena?"" 🤔 
#JustinBieber #SelenaGomez #selenaandhailey #haileybieber #haileybieberisoverparty https://t.co/TsPZKK8Prx"
2023-03-02 21:07:03+00:00,@chartdata @heisrema @selenagomez hailey bieber get off the floor
2023-03-02 21:06:43+00:00,this entire time I thought Alec Baldwin was Hailey Bieber’s dad and he’s not???
2023-03-02 21:06:31+00:00,Hailey Bieber loses nearly 1 million followers after “mean girl” drama involving Kylie Jenner towards Selena Gomez https://t.co/kWFUV9wRG5
2023-03-02 21:05:07+00:00,"fuck that pathetic fat bitch i prefer Hailey.
#Bieber #haileybieber"
2023-03-02 21:04:55+00:00,Can we please for the love of God get over the Selena/Hailey Bieber drama once and for all
2023-03-02 21:03:03+00:00,The Astrology of Selena Gomez &amp; Hailey Bieber Explains Why They’re Feuding https://t.co/L7eOpywZFt via @StyleCaster
2023-03-02 21:01:38+00:00,nothing i know about this selena gomez hailey bieber drama is by choice
2023-03-02 21:00:50+00:00,Like my look is probably gonna be inspired by outro: tear era 🖤 but some of y'all be too worried about other people and going all Hailey Bieber on my tl
2023-03-02 21:00:31+00:00,Selena Gomez Stays Unbothered - Goes On Family Fishing Trip Amid Hailey Bieber Drama! - https://t.co/D48f26EmGI https://t.co/9GGT2d4REc
2023-03-02 21:00:05+00:00,"New/Old photos of Justin and Hailey Bieber at Moncler Genius event in London, England (February 20).

📸: mvxime https://t.co/ZItb6EpAoj"
2023-03-02 20:57:45+00:00,"Recebi 4 unfollows, to me sentindo a Hailey Bieber https://t.co/AySpkhMFUg"
2023-03-02 20:57:22+00:00,Hailey Bieber even got the Senior citizens hot on her case what did she even do???😭😭 https://t.co/5RvN0mYAnY
2023-03-02 20:56:33+00:00,Lol the fact that Hailey Bieber has been petty towards Selena and Taylor for years. And they’ve never even acknowledged her 💀  I can’t
2023-03-02 20:56:13+00:00,I am not one to get involved in celebrity drama but I know a mean girl when I see one and Hailey Bieber probably would have told me to kill myself in high school
2023-03-02 20:55:59+00:00,Son ustedes @selenagomez @haileybieber https://t.co/6wlRb9OANQ
2023-03-02 20:55:05+00:00,"Within the past week, Selena Gomez and Hailey Bieber have been on the hot seat as the world discovers what has been happening between them over the past few years.
Is all PR good PR? #prcm3283s23"
2023-03-02 20:54:55+00:00,"Kylie Jenner, the ""Queen of Instagram,"" tragically loses 1 million followers! Is it because of the ""harassment allegation"" against Selena Gomez?
#KylieJenner #SelenaGomez #haileybieber 

https://t.co/tNXX8Kw5Zh"
2023-03-02 20:54:05+00:00,@Rude_Astrology isn't hailey bieber a sagittarius though lol
2023-03-02 20:53:45+00:00,I been knew Hailey Bieber was a cunt
2023-03-02 20:52:51+00:00,"I couldn’t give 2 pints of piss about Selena Gomez, Justin &amp; Hailey Bieber but I’ve had the best 37 minutes scrolling through the drama"
2023-03-02 20:52:49+00:00,This is Hailey Bieber &amp; Selena drama in real time rn
2023-03-02 20:52:28+00:00,"Hailey Bieber wearing :
.
.
. @miumiu Short Stretch Boucle Dress ($3000)
.
. Bottega Veneta Dome Studded Belted Sheep Shearling Coat ($12500) 
.
. @prada Re-Edition 2000 Nylon Red Mini Bag ($1250)
.
.
#hailey #haileybieber #miumiu #dress #coat #bottegaveneta #prada #pradabag #bag https://t.co/DCp6OH7DOP"
2023-03-02 20:52:24+00:00,the selena gomez &amp; hailey bieber drama is too good
2023-03-02 20:52:03+00:00,Honestly… fuck hailey Bieber
2023-03-02 20:51:40+00:00,i will never get it. calling hailey bieber or whoever mean girls and then attacking random people like madison and saying the nastiest shit. make up your mind.
2023-03-02 20:51:23+00:00,Barak Obama unfollowed Hailey Bieber on Instagram and followed Selena Gomez. https://t.co/cKkRwKuABD
2023-03-02 20:51:10+00:00,"@ivycuffs @chvampagne And Jay Z, Tyra banks, Chrissy Teigen, hailey Bieber like what?! Like let’s be fr and that’s just to name a few. All of them have horror stories about their character"
2023-03-02 20:50:18+00:00,BREAKING… LOONA’s choerry has unfollowed hailey bieber after recent news https://t.co/TT7rELS19w
2023-03-02 20:49:40+00:00,how does hailey bieber have so many embarrassing moments LMAO
2023-03-02 20:48:20+00:00,"This Selena Gomez and Hailey Bieber beef seems so forced. And not by them, but their fan bases"
2023-03-02 20:47:26+00:00,an actual representation of the whole selena gomez and hailey bieber drama. https://t.co/8hH3QEaYit
2023-03-02 20:46:51+00:00,hailey bieber is giving very much love quinn vibes
2023-03-02 20:46:14+00:00,Y’all are obsessed with hating women like just let Selena gomez and hailey bieber live. Same with Miley Cyrus and gabby they’re just women minding their business y’all should take a note!
2023-03-02 20:46:03+00:00,"Tiktok just shoved Selena and Hailey Bieber's drama down my throat and I think if anybody is curious about what is happening, This video is historically accurate to what Hailey is doing right now https://t.co/uRAjDtTH77"
2023-03-02 20:45:53+00:00,Everyone hating  Hailey rn also probably had a Hailey Bieber manicure 6 months ago so stfu
2023-03-02 20:44:25+00:00,"Original “and I’m not saying she deserved it, but I’m saying God’s timing is always right”

Selena Gomez
Hailey Bieber
Jordyn Woods
Kylie Jenner https://t.co/RkmhRXdNNT"
2023-03-02 20:43:51+00:00,"I just know Hailey Bieber wishes she never tried to shade Selena. The tweets i just saw that were dug up are crazy. 
Along with Stalker and creep. Racist is added to the list."
2023-03-02 20:41:44+00:00,"Hailey Bieber, fuck you bitch #TEAMSELENA"
2023-03-02 20:41:12+00:00,@szaphobic @myhairvocals Justin/hailey bieber
2023-03-02 20:39:51+00:00,Hailey Bieber on dirait joe dans you. Elle fait flipper.
2023-03-02 20:39:15+00:00,I want to do a degree in the Hailey Bieber/Selena Gomez scandal. I’m obsessed
2023-03-02 20:39:10+00:00,hailey bieber lookin like an ear and putin all the same times is the funniest internet realization this week lol
2023-03-02 20:38:31+00:00,Lol the internet will humble a bully real quick .. I do not feel bad for Hailey Bieber
2023-03-02 20:37:59+00:00,@TeenVogue @aiyanaish and by dress like Hailey Bieber do you mean dress like Selena — who Hailey desperately wishes she was?
2023-03-02 20:37:37+00:00,"Gurl, FUCK Hailey Bieber!!"
2023-03-02 20:37:12+00:00,All the bad bitches have had a “hailey bieber” in their life atleast once 🤣😭😭
2023-03-02 20:36:46+00:00,"nightmare blunt rotation: hailey bieber, wendy williams, andrew tate, and jake paul"
2023-03-02 20:36:04+00:00,I can’t tell people my birthday now because I share one with hailey bieber.
2023-03-02 20:35:33+00:00,hailey bieber is Love Goldberg but less hot.
2023-03-02 20:35:11+00:00,This Selena vs Hailey Bieber drama has really brought out the bullies
2023-03-02 20:35:07+00:00,"In Teen Vogue's new style series CTRL+C, @aiyanaish dressed like #HaileyBieber for a week to find out, and spoiler alert: it was NOT easy. 👀https://t.co/0hQgBEzoAi"
2023-03-02 20:34:40+00:00,ENOUGH!!! hailey bieber acts the way she does because thats her HUSBAND!!!!!!!
2023-03-02 20:33:59+00:00,The latest Beauty &amp; Photography! https://t.co/tusEcxFyqA Thanks to @glamourmag #haileybieber #superbowl
2023-03-02 20:33:50+00:00,"The way my friend is invested in this Selena and Hailey Bieber beef, she wakes up in the morning and the first she does is go to TikTok for the tea."
2023-03-02 20:33:10+00:00,Selena Gomez goes fishing with her family amid Hailey Bieber drama https://t.co/aqmg9eNl9e https://t.co/mwMFrma8LQ
2023-03-02 20:30:39+00:00,Hailey Bieber rift with Selena Gomez is damaging her reputation: Expert https://t.co/J8QUBSdOdY
2023-03-02 20:30:36+00:00,Hailey Bieber rift with Selena Gomez is damaging her reputation: Expert https://t.co/V0mxm5Drnw
2023-03-02 20:30:34+00:00,Hailey Bieber rift with Selena Gomez is damaging her reputation: Expert https://t.co/Wp4y301aQw
2023-03-02 20:30:18+00:00,Selena Gomez goes fishing with her family amid Hailey Bieber drama https://t.co/5Uvj5s8FT3 https://t.co/d2Olu0qzNX
2023-03-02 20:30:00+00:00,"Fans rush to defend Hailey Bieber after 'mean' comments on her latest Instagram post

https://t.co/KQuyv43Kgf"
2023-03-02 20:29:36+00:00,Everything I have learned about Hailey Bieber in the last week has been against my will
2023-03-02 20:29:20+00:00,Selena Gomez Stays Unbothered – Goes On Family Fishing Trip Amid Hailey Bieber Drama! – Perez Hilton https://t.co/hJ2hU5Yc3x
2023-03-02 20:29:12+00:00,hailey bieber the woman that you are https://t.co/vl6SfDQkyc
2023-03-02 20:29:06+00:00,"@Beetle_Juicr LMAOOOO, basically we like hailey Bieber and not selena 🤢"
2023-03-02 20:28:51+00:00,i think we all collectively hate Hailey bieber unless you’re a nepo baby like her
2023-03-02 20:27:43+00:00,"Selena Gomez goes fishing with her family amid Hailey Bieber drama
https://t.co/J6UuxzEcYz"
2023-03-02 20:27:29+00:00,Ice Spice unfollows Hailey Bieber on Instagram and follows Selena Gomez following the drama. https://t.co/hIzeQHfV1i
2023-03-02 20:27:16+00:00,yall starting to do too much towards hailey bieber and i dont even like that girl but this is…
2023-03-02 20:26:58+00:00,"Hailey Baldwin @haileybieber out and about in Paris, France (March 2, 2017) https://t.co/lYxwQ9WCLq"
2023-03-02 20:25:28+00:00,hailey bieber is the daughter of the worst baldwin brother of course she fucking sucks.
2023-03-02 20:25:10+00:00,"if any of you think what's being done to hailey bieber rn is okay, please unfollow me lmao"
2023-03-02 20:25:02+00:00,My TikTok feed is just Hailey Bieber/ Selena Gomez drama and capybaras
2023-03-02 20:24:59+00:00,"Kylie has been giving hints to her followers for days about the new product that she will launch. Many noticed that ""Rhode"" (Hailey Bieber's company) left a curious comment. A possibly collaboration between both brands or something different. https://t.co/fV5zNdQqmq"
2023-03-02 20:22:32+00:00,Someone rescue me from Hailey Bieber Vs Selena Tiktok🤲🏻
2023-03-02 20:22:04+00:00,me to hailey bieber  https://t.co/f95LkAdu49
2023-03-02 20:20:05+00:00,"Hailey Baldwin @haileybieber out and about in Los Angeles, CA (March 2, 2020) https://t.co/Z4JBeqjXks"
2023-03-02 20:19:41+00:00,"The Selena Gomez and Hailey Bieber feud teaches us that even in adulthood, bullying exists. Reacting with positivity rather than negativity can help resolve conflict. Let's learn from Selena's response and strive to uplift others 💪 

#friendship #positivity #selenaandhailey https://t.co/N2YHxkuvlE"
2023-03-02 20:19:39+00:00,Hailey Bieber has a gorgeous facial features.
2023-03-02 20:19:07+00:00,Hailey Bieber Was Brutally Dragged After She Shared A Birthday Tribute To Justin Bieber Amid The Latest Selena Gomez Drama And It's All So Awkward: Hailey has lost almost 1 million Instagram followers since her and Selena's feud erupted once again last… https://t.co/WBWLZSjAKq
2023-03-02 20:16:52+00:00,Sis definitely giving me Hailey Bieber vibes 🤮🤮🤮🤮
2023-03-02 20:16:38+00:00,"It all started on January 7, 2023, when Hailey Bieber and her friends: Kendall Jenner and Justine Skye, started posting various videos on TikTok using different sounds (like all users on the app usually do) but the first one got attention because it said: 1/2"
