Datetime,Text
2023-02-25 13:02:10+00:00,"Bullies and malignant narcissists always ""self-justify"" their bullying of others. Selena Gomez is a bully who is literally exploiting lies to bully Hailey Bieber.
https://t.co/ZfkZJ3gqn0"
2023-02-25 13:00:03+00:00,i genuinely fckin hate hailey bieber
2023-02-25 12:58:18+00:00,"You know what? You can keep hating Hailey Bieber all you want, but she’ll always shine whether you want to or not. ✨ https://t.co/ZJi3ED9Yhh"
2023-02-25 12:56:23+00:00,Hailey Bieber is a bully. #Saturdaythoughts
2023-02-25 12:54:03+00:00,"Why Selena Gomez Is Taking a BREAK From Social Media
 
https://t.co/tOW6ZA43BH
 
#FemaleCelebrities #HaileyBieber #SelenaGomez #TaylorSwift https://t.co/CwfxN3r2MO"
2023-02-25 12:52:32+00:00,"u know those mean girls in high school who are so fucking unserious and do the most dumbest and vile shit to stay relevant? thats kylie jenner and hailey bieber, although kylie does have her own business she’s still as talentless and as basic as hailey, i dont see a difference"
2023-02-25 12:52:14+00:00,Good morning. Don't know where Hailey Bieber is but I hope she has a bad day today 🙂 https://t.co/eFqlMZyJEK
2023-02-25 12:51:19+00:00,hailey bieber could never https://t.co/OrkXCY2uuw
2023-02-25 12:51:09+00:00,"HAILEY BIEBER duh LMAO cmon girl, stop being jealous of selena, SHE IS SELENA GOMEZ!!! OH MY GOSHHHH!! https://t.co/pAGDuvw2zm"
2023-02-25 12:48:53+00:00,@fellowflklorian Hailey bieber
2023-02-25 12:48:39+00:00,"I've been off tiktok for about a month or so now, to have a max amount of time dedicated to school work... 
Did I miss a lot? 😶
#haileybieber
#selenagomez 
Uh, what's going on 🫣 https://t.co/R5ldngWyXU"
2023-02-25 12:48:32+00:00,she lost 200k followers in the last 24 hours? well i just followed her. i'm a hailey bieber stan now https://t.co/LCM01KUCyg
2023-02-25 12:45:21+00:00,is anyone else following this hailey bieber and selena gomez drama? lowkey entertaining lmao
2023-02-25 12:43:55+00:00,I feel like Hailey Bieber hate is so unwarranted. Y’all don’t hate that girl for being (supposedly) racist. Y’all hate her because of some old ass relationship. https://t.co/DbSbDpqu1l
2023-02-25 12:42:10+00:00,"Model: VAMS-20DGS  10,600 without Grill
Model : VAMG-20DGS  11,500 With Grill

Von  Microwave Oven 20L - Silver
Quartz Grill -[VAMG]
7 auto cook menus
700W-[VAMS]
800W-[VAMG

Warranty: 12 months✅

Manchester United 
Hailey Bieber 
Burna boy 
Mr president 
Bandits 
Ronaldo https://t.co/tio8LS2iaY"
2023-02-25 12:41:36+00:00,how do i mute selena gomez and hailey bieber on tiktok
2023-02-25 12:40:00+00:00,Hailey Bieber looked gorgeous this Valentine's Day - and here's how you can get her exact look from £19! #affiliate https://t.co/6KT26dMMQB
2023-02-25 12:38:56+00:00,"The feed of Hailey Bieber is being filtered. After facing criticism for ostensibly disparaging Selena Gomez, the model, 26, on Friday restricted who could leave comments on her social media posts.
Cheerio, Bieber wrote as the description for a

https://t.co/IoLPdo0fQ2 https://t.co/Aj19viNVRM"
2023-02-25 12:37:06+00:00,"Hailey Bieber looks so good in here
#haileybieberyouhatingassbitchcomeoverhereandletmewaxyourdamneyebrowsbitch https://t.co/gLsvp6QSj2"
2023-02-25 12:36:45+00:00,"If i were Selena Gomez, i would just beat Hailey Bieber’s ass. That’ll get her to stop posting about her on Instagram."
2023-02-25 12:30:26+00:00,THE HAILEY BIEBER making the whole world burning out of jealousy ❤️ https://t.co/YufshjJiJ1
2023-02-25 12:28:42+00:00,"hailey bieber thinks she's all that but when someone says ""hailey"" people collectively think hailee steinfield 😭"
2023-02-25 12:28:38+00:00,i’m so tired of seeing this selena gomez hailey bieber bullshit drama like these are grown ass women acting like they’re back in high school
2023-02-25 12:27:53+00:00,"*NEW IN THE MARKET!!! Vitron 55"" frameless 4K UHD Smart tv, WebOs, Bluetooth enabled, now 
ksh 43,500
✨Pay after delivery 
✨Warranty available 
(3840 x 2160p)

#gadgetlocus 
Manchester United 
Mr President 
Welcome to Kenya 
Bandits 
Burna boy 
Hailey Bieber 
China square https://t.co/eKk7LiNoBY"
2023-02-25 12:27:27+00:00,"focus to study ❌
focus to watch the current tea between Selena Gomez, Hailey Bieber, and the Jenners ✅"
2023-02-25 12:25:23+00:00,hailey bieber if justin didn’t marry her https://t.co/rCR5UXfgYp
2023-02-25 12:23:49+00:00,if i was hailey bieber i would tweet a pic of a gun with the caption “you all made me do this” and then turn off my phone
2023-02-25 12:23:05+00:00,@HerLaptop112 #Haileybieber is just a die hard obsessed fan that was able to date and later on marry her idol thanks to her being a nepo baby.
2023-02-25 12:22:53+00:00,yk hailey bieber always gave me weird vibes
2023-02-25 12:21:52+00:00,Hailey Bieber via Instagram Stories. https://t.co/iUEE2QlL74
2023-02-25 12:20:34+00:00,We love u #haileybieber 😘💖
2023-02-25 12:20:15+00:00,Hailey Bieber just the coolest letting others obsessed and fuming 🤭🤭
2023-02-25 12:20:00+00:00,"It was a super old video of Hailey allegedly throwing shade at Selena's best friend, Taylor.  #SelenaGomez #HaileyBieber #TaylorSwift 
 https://t.co/Jv9hLl9E5S"
2023-02-25 12:17:31+00:00,"Selena escreveu: Kill em with kidness 

Hailey: Bieber"
2023-02-25 12:14:56+00:00,Selena Gomez takes a social media break right after becoming the most-followed #SelenaGomez #HaileyBieber #KylieJenner https://t.co/PPDbyRILd9
2023-02-25 12:10:52+00:00,Imagine fully grown women like Hailey bieber and kylie Jenner bullying Selena Gomez who btw it’s a natural beauty for the way she looks which has resulted from a horrible illness she lives with😭
2023-02-25 12:10:25+00:00,in my hailey bieber era😍
2023-02-25 12:09:55+00:00,dafuq hailey bieber is such a mean girl
2023-02-25 12:08:10+00:00,hailey bieber has always been obsessed https://t.co/EaQ2hpvHAr
2023-02-25 12:08:03+00:00,"The obsessed selena gomez and her obsessed fans are barking over hailey fro 3 days.
Hailey Bieber: https://t.co/zOKfSYIRwp"
2023-02-25 12:04:27+00:00,"@sambearrr Selena should thank Hailey
 Bieber would have left her so quickly when she had a transplant 
Hailey was laughing at her when she was in the hospital 
These 2 deserve each other"
2023-02-25 12:00:38+00:00,"Right…  so, how did I end up on the Selena Gomez and Hailey Bieber side of TikTok?"
2023-02-25 12:00:18+00:00,"Just $8 per page. Easy. 

Order your #assignment, #essay, research paper, or #homework here:

https://t.co/Yz2ijgd45z or https://t.co/sNLaAsBpza

100% originality guaranteed.

#EastPalenstineOH #haileybieber #Trump #Biden #Trudeau #Zelenski #Russia #MTG #EastPalestine #Musk"
2023-02-25 11:59:55+00:00,Selena Gomez Reactivates Her TikTok Hours After Quitting Following Kylie Jenner and Hailey Bieber Drama https://t.co/2iye1IjLbp
2023-02-25 11:59:29+00:00,"#SelenaGomez created a cooking show, said she wanted people to know her heart, dated Bieber, her first concert ever was Britney Spears etc.

#haileybieber copied her on everything !

Selena is kind and a ""no filter"" Person, Hailey you should copy that too for a change. https://t.co/PbehP7RTvu"
2023-02-25 11:58:10+00:00,there’s a reason why i never followed hailey bieber
2023-02-25 11:56:47+00:00,Selena Gomez Reactivates Her TikTok Hours After Quitting Following Kylie Jenner and Hailey Bieber Drama https://t.co/uxCjWE9IcZ
2023-02-25 11:54:32+00:00,"I feel so bad for Hailey Bieber, people are literally comparing her to a ear like wtf💀"
2023-02-25 11:52:56+00:00,"i dont know why some ppl still defending kylie jenner, kendall, and hailey bieber and take their sides. bitch if they can fake their faces and body im sure their attitudes too. everything abt them is so fake that their true colors are tired so they're coming out like a mucus."
2023-02-25 11:52:06+00:00,Hailey Bieber is being bullied by transparently paid-for or biased online propaganda for no reason other than bitter lies Selena &amp; her team &amp; stans made up &amp; are now obsessively spreading. That says everything y'all need to know about Gomez. That &amp; her feud with her kidney donor.
2023-02-25 11:48:52+00:00,Her fyp is filled with videos trashing Hailey Bieber. Idc she is the obsessed one. Hailey didn’t do anything to deserve this type of hate right now
2023-02-25 11:47:38+00:00,hailey bieber putinh4
2023-02-25 11:47:32+00:00,the selena gomez hailey bieber feud is very interesting when u see all the shit from the beginning 😭
2023-02-25 11:47:24+00:00,hailey bieber needs to get her ass beat
2023-02-25 11:46:30+00:00,"Hey ESA People 😊🤗

What type of content are you most looking forward to?
Let us know by voting below🫡

#ESA #EntertainmentNews #ContentCreator #KiernanForbes #haileybieber #TurnItUp Zendaya #OuterBanks john b Mihlali Cairo Pedro Pascal #CocaineBear Blxckie"
2023-02-25 11:45:55+00:00,"selena gomez is selena ""SUPERSTAR"" gomez while hailey bieber is just someone who thinks she's better than anyone/selena when she's honestly nothing and only famous for taking jb's surname 🥱"
2023-02-25 11:45:54+00:00,the selena gomez hailey bieber feud is very interesting when u see all the shit from the beginning 😭
2023-02-25 11:44:30+00:00,hailey bieber and bella hadid ❤️‍🔥 https://t.co/TUyrlb2GtK
2023-02-25 11:40:56+00:00,I want hailey Bieber to lean into this villain thing so bad…….. be the big bad wolf they want you to be
2023-02-25 11:40:36+00:00,@queenjenlawrenc @corneil_ri @PopBase hailey bieber stan💀
2023-02-25 11:39:49+00:00,"Good morning, I couldn’t sleep so I hope Hailey Bieber and Kylie Jenner have a bad day today"
2023-02-25 11:37:29+00:00,Hailey Bieber is overrated and doesn't deserve the attention she gets.
2023-02-25 11:37:09+00:00,tapping into the selena gomez hailey bieber beef https://t.co/YW4FAULOhN
2023-02-25 11:34:56+00:00,need this selena gomez and hailey bieber drama to continue. celebrity drama is so delicious to me but its kinda sad that its over a man who is probably snoring his ass off
2023-02-25 11:30:13+00:00,@dopewhore_ Nope I’m sure it’s not witchcraft. Just good old decade long bullying from the nepo babies Kylie Jenner/Hailey Bieber/Kendall Jenner/Justine Skye. Selena is damn tired of the insecure nonsense though. Stop bullying- it’s not a good look https://t.co/Aszbkc7TnK
2023-02-25 11:29:21+00:00,hailey bieber:  https://t.co/nzceIFlLiB
2023-02-25 11:25:53+00:00,Hailey Bieber via Instagram stories https://t.co/asaKh1vkOt
2023-02-25 11:24:55+00:00,"Lmao did Hailey Bieber realise that shitting on other women hasn't been cool in years?? Like babe, go to therapy- your insecurities + anti feminism are showing and it's not cute https://t.co/IubFMzniss"
2023-02-25 11:24:12+00:00,"once a year, the internet remembers that hailey bieber exist, expose her for every shit she did, and then leave her alone again. it's like an annual internet event and everyone are happy to participate"
2023-02-25 11:22:46+00:00,"Remember when Hailey Bieber thought the paparazzis were expecting her and she acted all snobbish, but they were actually waiting for Kylie Jenner. This will always be funny to me hahaha"
2023-02-25 11:21:40+00:00,Selena Gomez Reactivates Her TikTok Hours After Quitting Following Kylie Jenner and Hailey Bieber Drama https://t.co/yaQolYghZm
2023-02-25 11:21:11+00:00,I hate this insecure obsessed bitch Hailey Bieber
2023-02-25 11:12:58+00:00,"A black cat and a golden retriv duo🫶🫶

Who's hailey bieber anyway????"
2023-02-25 11:11:54+00:00,hailey bieber will always be the biggest snake to ever exist
2023-02-25 11:10:17+00:00,"@UNDP, @MyFCMB and @CEFTERBSU Support 25 Early-stage Agritechs 

https://t.co/IdmQkaVQ9b 
Situation Report Delete #AriseTV #NigeriaElections2023 Amuwo Odofin Surulere Rivers State Done and Dusted Abia State Gen Z Ikoyi Lekki Ogun State Alausa Hailey Bieber https://t.co/JFk8xUmsRK"
2023-02-25 11:09:59+00:00,"@efaperfume Then, video lama Hailey Bieber kutuk Taylor Swift resurface kat tiktok. Then Selena p komen. Ckp BFF dia si Taylor still one of the best in the industry. Dia backup Taylor. At the same time isu pasal kening tu x habis lg. Last2, Selena deactivate socmed dia. Gituu."
2023-02-25 11:08:22+00:00,this hailey bieber slander is hilarious
2023-02-25 11:08:17+00:00,can Hailey Bieber just stfu and focus on her modeling career like selena is getting that bag mixing her business. Hailey is acting like an absolute child like girl bffr
2023-02-25 11:07:54+00:00,i’m confooose why ppl hating on hailey bieber 🤚🏽 how is miss gurl involved…???
2023-02-25 11:07:01+00:00,"Nick Cannon reacts to latest Tik Tok of ex Mariah Carey with Kim Kardashian
https://t.co/g9yHAfsS41

#nickcannon #Hailey Bieber #Snowfall https://t.co/EOg0qg7cPg"
2023-02-25 11:06:34+00:00,"Nick Cannon reacts to latest Tik Tok of ex Mariah Carey with Kim Kardashian
https://t.co/0y9VJJCjd2

#nickcannon #Hailey Bieber #Snowfall https://t.co/fpNikioD0u"
2023-02-25 11:06:14+00:00,"Nick Cannon reacts to latest Tik Tok of ex Mariah Carey with Kim Kardashian
https://t.co/FpmDaOnBvl

#nickcannon #Hailey Bieber #Snowfall https://t.co/ha7zWKHENY"
2023-02-25 11:05:42+00:00,"I am tired of seeing crap about Kyle-Kendall Jenner and Hailey Bieber on Selena Gomez, grown up the pair of you for Christ’s sake 🥱"
2023-02-25 11:05:41+00:00,Idk but this Selena gomez/Hailey Bieber drama looks so staged in my opinion
2023-02-25 11:04:30+00:00,the grammy snake award goes to hailey bieber 🤡🐍
2023-02-25 10:59:59+00:00,Why is everyone talking abt Selena Gomez and Hailey Bieber literally who gives a single shit holy fuck
2023-02-25 10:59:33+00:00,"Saw Hailey Bieber vote during the last elections…again, our celebrities especially musicians are very useless."
2023-02-25 10:57:46+00:00,Idk but if hailey bieber hasnt been a royal bitch toward every successful woman for the past 10 years maybe this wouldnt be happening 🫡
2023-02-25 10:56:09+00:00,i love tiktok has finally decided to cancel hailey bieber 😭 i‘ve wanted this since 2015
2023-02-25 10:53:44+00:00,Luminous of dark life - blender 3d art collection. #blender #blender3d #blenderartwork #blendercommunity #blenderrender #blenders #blendercycles #haileybieber #3dart #3d #3dworld #cyberpunk https://t.co/tQvG2XsglK
2023-02-25 10:52:06+00:00,"Hailey Bieber, Kendall Jenner and Kylie Jenner are 3 of the nastiest bitchiest girls around. They’re not women. They are spiteful and entitled little girls 😤 #cancelhaileybieber #cancelkendallandkylie"
2023-02-25 10:51:46+00:00,I don’t know what the hell happened between Selena Gomez and Hailey Bieber but apparently my TikTok FYP really wants me to hear about it.
2023-02-25 10:50:59+00:00,All my bitches hate Hailey Bieber 🫶🏼
2023-02-25 10:49:58+00:00,These are the new mean girls! Mean girls and fake as fuck! @haileybieber and @KendallJenner  grow the fuck up. This shit is getting old and so are you... #fake #stupid
2023-02-25 10:46:31+00:00,I'm baffled by Hailey Bieber tbh. She literally MARRIED Justin but she's still obsessed with Selena and its been ages at this point &amp; Selena hasn't said a single thing to warrant anything thats being said or done to her
2023-02-25 10:45:48+00:00,hailey bieber is weird asf
2023-02-25 10:45:47+00:00,so we all agree that hailey bieber is attention deprived and actually miserable right
2023-02-25 10:44:57+00:00,the drama between selena gomez &amp; hailey bieber is so fucking stupid i cannot believe people are taking it seriously 💀
2023-02-25 10:41:23+00:00,Let’s all be BFFR who the fuck is Hailey Bieber 😬
2023-02-25 10:40:53+00:00,"I’m sorry.. why am I seeing so many people acting shocked Hailey Bieber is an asshole.

She literally married one of the biggest assholes in music. https://t.co/lcz3SysWSK"
2023-02-25 10:40:42+00:00,Hailey Bieber finally being exposed for the bully that she is
2023-02-25 10:37:13+00:00,Selena Gomez at Hotel Transylvania 3: Summer Vacation Premiere in Los Angeles 06/30/2018 https://t.co/4SIRfdjQz8 Selena Gomez Hailey Bieber
2023-02-25 10:36:22+00:00,Hailey Bieber fans: take notes. https://t.co/5uWERtGPhy
2023-02-25 10:34:48+00:00,"Funny how @KylieJenner , Hailey Bieber and her sisters started a careers that can be eradicated in one click!!! I say dasurv! 😂 Don't you mess with my Queen S! 💁🏻‍♀️❤️"
2023-02-25 10:31:57+00:00,"I totally agree with her. @haileybieber thinks more about @selenagomez than her ex does!! Also Hailey is fcking obsessed with Selena as she should. I mean hello, it’s Selena. We all are obsessed with her 💅🏼 https://t.co/TUdEWGca9E"
2023-02-25 10:31:00+00:00,Fuck hailey bieber
2023-02-25 10:31:00+00:00,Hailey Bieber is one of our favourites to watch on the red carpet 🔥 https://t.co/lFHkAua5l3
2023-02-25 10:28:26+00:00,@aimar1829 Hailey Bieber
2023-02-25 10:27:14+00:00,Okay this has gone TOO FAR HAILEY BIEBER!!!! She even copied the tattoo Selena Gomez got 😭 https://t.co/nvCJykLmZd
2023-02-25 10:26:58+00:00,I'll Do Some Hello Hugs..=-)..3 Big Group Hugs Everyone..=-)...Saying Hello To The Very Sweet And The lovely Selena Gomez..=-)..The lovely Hailey Bieber..=-)..And The Sensational Bray Wyatt..=-)..Any Plans Maybe Also With Brock And 50cent..=-)...Ohhhh Katy..=-)...
2023-02-25 10:26:24+00:00,Hailey Bieber Mean Girl trending on TikTok
2023-02-25 10:25:22+00:00,@PopCrave I hate that I initially read this as “Hailey Bieber” ☠️
2023-02-25 10:25:04+00:00,I just explained the drama between Selena Gomez and Hailey Bieber and Kylie to my husband. Pretty sure he’s still confused
2023-02-25 10:22:13+00:00,"I saw this TikTok where it was saying how if hailey bieber actually doesn’t mean any shade towards Selena, then she needs to get better at PR. And I’m like ya she is terrible at it cus w/e she’s doing is making her look bad."
2023-02-25 10:16:04+00:00,Selena Gomez Addresses Hailey Bieber And Taylor Swift Drama https://t.co/olVsn212Hp
2023-02-25 10:14:28+00:00,reported hailey bieber's acc cause she's mean
2023-02-25 10:09:27+00:00,I’m not gonna dislike Hailey Bieber lol that girl ain’t fo anything that’s unforgivable or evil idgaf!!!!! Most of you internet critics are even worse!!!! Like bruh the reasons for the hate is just misinformation and brainwashing… it’s like I’m living in a dystopian world
2023-02-25 10:02:57+00:00,"Selena Gómez and Taylor Swift are the Queens Bees and Kylie Jenner, Hailey Bieber and Kendall Jenner are just there workers"
2023-02-25 10:01:04+00:00,oh and hailey bieber you WILL be dealt with!
2023-02-25 10:00:08+00:00,Selena Gomez DEFENDS Taylor Swift After Hailey Bieber Diss Video Resurfaces - Entertainment Tonight https://t.co/na5WQ8MkFA https://t.co/L8zNWuQ4pT #Movies #Music #Celebrities #News #Culture #Fun #Netflix #Prime #HULU #Trailers #Streaming #Spotify #Podcasts #Disneyplus
2023-02-25 09:57:46+00:00,Really comparing Selena Gomez to someone like Hailey Bieber??? Girl get your brain and throw it please.
2023-02-25 09:55:01+00:00,All hailey Bieber slander will be tolerated…she deserves it and more
2023-02-25 09:54:35+00:00,@eeymaani Hailey Bieber or Hailey Adeleke?😂😂
2023-02-25 09:53:28+00:00,hailey bieber SO WRONG for fat shaming selena gomez
2023-02-25 09:46:13+00:00,"In a world full of Hailey Bieber, be a Selena Gomez."
2023-02-25 09:44:43+00:00,Hailey Bieber lost more than 200K Instagram followers in the past day after disparaging Selena Gomez. https://t.co/L5EVB5Hiux
2023-02-25 09:43:58+00:00,"Music Biz Inside: 3 Must-use Online Tools for Artists https://t.co/UKiGHI9luN 

#AriseTV #music #business #BusinessNews #businesstips #jaxsta #promotion #Promotions #marketingtips #MarketingDigital #haileybieber https://t.co/WCs18NqtW1"
2023-02-25 09:42:25+00:00,i think hailey bieber and selena gomez should either 1) kiss 2) fight to the death
2023-02-25 09:41:43+00:00,"Selena Gomez Quickly Reignites Hailey Bieber Feud Rumours While Defending Taylor Swift 
https://t.co/MjejyIyYnL https://t.co/cv49DdVVrZ"
2023-02-25 09:41:40+00:00,hailey bieber !! https://t.co/6QzijVY6tN
2023-02-25 09:41:18+00:00,"everything ive learned about selena gomez and hailey bieber, i have learned against my will"
2023-02-25 09:40:27+00:00,"Hailey Bieber needs to delete the comments on her TikTok, I'm up all night reading them laughing so hard 💀💀💀 #meangirl"
2023-02-25 09:39:47+00:00,I’m really about to delete TikTok .. cuz I’m sick of seeing hailey Bieber &amp; Selena drama 😒 https://t.co/jcFblUd9Tq
2023-02-25 09:32:35+00:00,I’m so confused and I’ll ask again. Y’all are bullying Hailey Bieber online because Kylie posted her eyebrow??????? https://t.co/05rmqeIjKj
2023-02-25 09:28:05+00:00,Ik hailey bieber and kylie jenner are mad they're finally getting called out
2023-02-25 09:18:41+00:00,[DECODING TRENDING! Stolen by @Rydrake6] Dark Cacao cookie is related to hailey bieber and hailey beiber loves clip studio paint and vaporeon while someone named cass (?) is in los angeles saying that traitors requiem is only for Aries. https://t.co/StdzqEMGHM
2023-02-25 09:16:22+00:00,Hailey Bieber is literally the “omg you guys are so cute” girl but secretly  wants your man 🤣
2023-02-25 09:16:16+00:00,"Ur either a Hailey Bieber girl or a Selena Gomez girl and if ur the first, grow up."
2023-02-25 09:13:29+00:00,ngl hailey bieber ain’t done nothing but exist rn girl getting attacked for nothing 😭
2023-02-25 09:12:17+00:00,it’s giving hailey bieber
2023-02-25 09:12:01+00:00,"‘be kind to everyone’, ‘women supporting women’ unless it’s hailey bieber and people who associate with her"
2023-02-25 09:10:31+00:00,I don’t understand y Hailey Bieber is so pressed about Selena Gomez. Like sis you got the mans last name move tf on he married you not her at this point it’s and obsession and it’s getting out of line 🙄🙄🙄 females 🙄🙄🙄
2023-02-25 09:07:44+00:00,Hailey Bieber limits comments on social media amid Selena Gomez drama - Page Six https://t.co/sxqFBQJvnk
2023-02-25 09:07:19+00:00,the video that I watch about Hailey bieber copying Selena Gomez somehow makes sense 😭😭😭
2023-02-25 09:03:35+00:00,Hailey Bieber and the Jenners are so fucking annoying
2023-02-25 09:02:51+00:00,"#haileybieber is a mean girl and a racist. Stop forgetting about her old racist tweets. They are vile! Also her dad is MAGA. LOOK INTO THAT! Major Reason for her racist, uppity MAGA mentality. She was born a nepo mean girl baby/Bieber stalker #SelenaGomez"
2023-02-25 09:01:28+00:00,@RezCherry @iluvspacepussy @LisaMayOfficial @ShesSelenaUs @PopBase People who’ve waited tables for Hailey/seen her out in public and they all say the EXACT same thing. Hailey Bieber is not nice.
2023-02-25 08:59:08+00:00,And fuck Hailey Bieber.
2023-02-25 08:55:26+00:00,Hailey Bieber limits comments on social media amid Selena Gomez drama - Page Six https://t.co/zKksB8KXGG
2023-02-25 08:54:54+00:00,Hailey Bieber joins husband Justin Bieber for London Fashion week  #Fashion #LFW  https://t.co/SLo6Knsuoa via @DailyMailCeleb
2023-02-25 08:53:23+00:00,hailey bieber has millions of followers and look at her bland ass
2023-02-25 08:52:21+00:00,Hailey Bieber limits comments on social media amid Selena Gomez drama - Page Six https://t.co/W8lD1GX5su
2023-02-25 08:50:50+00:00,Eyebrows? Hailey Bieber is getting harassed online over EYEBROWS? Y’all sure this isn’t witchcraft?? https://t.co/1fHCQ16GBY
2023-02-25 08:50:34+00:00,Hailey Bieber limits comments on social media amid Selena Gomez drama - Page Six https://t.co/6L1sAR4loK
2023-02-25 08:50:14+00:00,"Start Parking your load.
Vote Wisely 👌

Hailey Bieber No PVC Election Day  Federal Republic of Nigeria Free Wifi Bod Wizkid Nana Olusegun Obasanjo #NationalShutdown #BBTitans          #BlueAiva Blaqboi Jesus Natasha Kylie #NigeriaElections2023 #NigeriaDecides https://t.co/qhCqNLdDnR"
2023-02-25 08:48:43+00:00,Ok what achievements does hailey bieber have other than being married to justin
2023-02-25 08:47:04+00:00,"If I be that Hailey Bieber who married my idol, I would never give a fck about anything especially his exes because my husband is that Justin Bieber. But Hailey's act showed how much she obsessed to turn down Selena when Selena is that SELENA GOMEZ hailey gurl stfu"
2023-02-25 08:46:45+00:00,Hailey Bieber limits comments on social media amid Selena Gomez drama - Page Six https://t.co/xnw8X1gXLc
2023-02-25 08:44:06+00:00,Wonder if all the TikTok video’s of Hailey Bieber copying Selena Gomez come up on Justin’s fy page n he gets the ick??? She’s giving stalker 😭
2023-02-25 08:42:43+00:00,Hailey Bieber and Selena Gomez are equally obsessed with each other and you can’t change my mind
2023-02-25 08:40:40+00:00,My guy said Hailey Bieber looks like a HEALTHY CRACKHEAD!!!! I’m CRYINGGGGG😂😂😂😂😂😂😂
2023-02-25 08:40:09+00:00,Hailey Bieber limits comments on social media amid Selena Gomez drama - Page Six https://t.co/CIpCLQHBLR
2023-02-25 08:37:46+00:00,"“Selena Gomez Defends Taylor Swift Against Hailey Bieber’s Shade, Urges Fans to Focus on Positivity and Kindness #SelenaGomez #TaylorSwift #HaileyBieber #Friendship #Empowerment” https://t.co/Ad9XPwBLu5"
2023-02-25 08:36:44+00:00,fuck hailey bieber
2023-02-25 08:33:50+00:00,who tf is hailey bieber- all i know is that shes married to justin bieber and bullied selena gomez
2023-02-25 08:32:31+00:00,"""in a world full of hailey bieber, be a Selena Gomez"""
2023-02-25 08:32:24+00:00,Hailey Bieber finally having the minute of fame she deserves
2023-02-25 08:30:21+00:00,Hailey Bieber probably likes being called Selena in bed 💀
2023-02-25 08:30:13+00:00,@IvBieberr @pattiemallette Ya'll deluding yourselves with the idea that anybody is envious of whatever hailey bieber has is truly comical. Like is it a coping mechanism or something? 🫤
2023-02-25 08:29:33+00:00,Y’all should leave Hailey Bieber alone 🤨
2023-02-25 08:29:10+00:00,"@december30_95 Hailey Bieber bullying Selena Gomez with her friends and local people start to call out her for their mean behavior and started to unfollowing them.they make fun of her eyebrows, and when Selena get body shamed they make a TikTok with god timing is always right ."
2023-02-25 08:28:58+00:00,"In a world full of Hailey Bieber, be a Selena Gomez. 👀"
2023-02-25 08:25:07+00:00,"omg why is Hailey Bieber doing this to herself it’s so embarrassinggg😭
fan behavior fr"
2023-02-25 08:24:31+00:00,Hailey Bieber limits comments on social media amid Selena Gomez drama - Page Six https://t.co/Zj3FhfShCk
2023-02-25 08:24:29+00:00,Hailey Bieber Talks Selena Gomez On Call Her Daddy Podcast #shorts https://t.co/hhqBc6qRGs via @YouTube
2023-02-25 08:22:40+00:00,Imagine thinking THE TAYLOR SWIFT would spend 2 minutes of her time thinking about Hailey Bieber.
2023-02-25 08:19:48+00:00,"Fuck Hailey for messing with TayLord. Who are u? Just the wife? Oh. I see. But weyy, Selena has commented on an old video, there was no need, I think she hasn't over anything yet, it's sad, she deserves to heal. By the way, Jenner's are vipers, pick me girl.
 #haileybieber https://t.co/VPF0OkNI1c"
2023-02-25 08:16:41+00:00,someone said hailey bieber looks like an ear &amp; i cannot unsee it
2023-02-25 08:15:04+00:00,#haileybieber hays
2023-02-25 08:14:47+00:00,i cannot stand Hailey Bieber MEAN GIRL ACTIVITIES
2023-02-26 23:59:18+00:00,"#LOONA’s #ViVi has now unfollowed Hailey Bieber and Kylie Jenner on Instagram, after all the drama with Selena Gomez on TikTok. https://t.co/Gi9EqhSH6C"
2023-02-26 23:59:11+00:00,If Hailey Bieber can manifest Justin I can manifest Joe Keery
2023-02-26 23:58:17+00:00,this beef between hailey bieber and selena gomez would’ve been soooo hot in the circa 2016 victoria’s secret EOS gigi hadid kylie lip kit era but they’re both so irrelevant now 😭
2023-02-26 23:57:58+00:00,idk much about this hailey bieber person but she sounds like a highschool mean girl lol
2023-02-26 23:57:56+00:00,@PopBase zendaya and not hailey bieber
2023-02-26 23:57:19+00:00,Hailey bieber don’t exist without Justin bieber because she’s nothing. 🤣🤣 Paparazzi don’t know whose this fan 😂😂
2023-02-26 23:57:05+00:00,📲 @/twicetagram has unfollowed both Hailey Bieber and Kylie Jenner after their negative behavior towards Selena Gomez. https://t.co/JQ4iUzYW0C
2023-02-26 23:56:28+00:00,what’s the tea w hailey bieber and selena gomez?
2023-02-26 23:55:11+00:00,johnlmiller has unfollowed Hailey Bieber on Instagram due to the drama surrounding Selena Gomez on tiktok. https://t.co/gfyL4nC0ip
2023-02-26 23:54:44+00:00,"Look I cannot stan Selena Gomez fans, but I think we can all agree it's FUCK Hailey Bieber. Selena Gomez, please call up Demi. You know they don't play that shit. 

Never forget what they said and they stood on it too https://t.co/cUFOehPWwW"
2023-02-26 23:54:17+00:00,"@slipdaughter hailey bieber could never 

https://t.co/2k5aCpmydj"
2023-02-26 23:53:55+00:00,"@bchartsnet and hailey bieber, BC?
https://t.co/MpPRMHDZqo"
2023-02-26 23:53:33+00:00,muting the word hailey bieber
2023-02-26 23:52:11+00:00,"this ""*insert insta account here* has unfollowed hailey bieber"" has to be the funniest shit i've seen"
